X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,GlobalID
-8532466.05819269,4762992.13067185,492,0207,031,USE2021-55645,Y,2021/12/03 16:00:03+00,Dec  3 2021  4,1-08,1-08,J,9,BOYD-BOOTH                               ,0207 031,1943 W BALTIMORE ST,bd21ebd5-073b-4a37-94eb-83f958e86777
-8532324.74328536,4762995.74212324,493,0207,047,USE2021-56141,Y,2021/12/29 16:00:02+00,Dec 29 2021  4,1-08,1-08,J,9,BOYD-BOOTH                               ,0207 047,1905 W BALTIMORE ST,f5e1a021-7fa0-47b3-8a62-9b7349afc617
-8532312.56064766,4762997.12331303,494,0207,049,USE2022-57401,Y,2023/06/16 10:00:07+00,Jun 16 2023 10,1-07,1-07,J,9,BOYD-BOOTH                               ,0207 049,1901 W BALTIMORE ST,53556212-b244-4c17-8844-02dc2077f433
-8531879.9612588,4762952.31128818,495,0212,010,USE2020-51821,Y,2020/05/06 15:30:08+00,May  6 2020  3,1-08,1-08,E,9,UNION SQUARE                             ,0212 010,1620 HOLLINS ST,ae1ed6c8-a51c-4cf0-9421-5eba7ebdb2a4
-8531718.78212794,4762968.22674815,496,0213,024,USE2022-55800,Y,2022/11/18 17:00:04+00,Nov 18 2022  5,1-07,1-07,E,9,UNION SQUARE                             ,0213 024,1520 HOLLINS ST,78f64ccf-2bc3-46d0-b2c8-9500faf71bfc
-8531564.25030972,4763038.99213059,497,0214,011,USE2020-54371,Y,2020/10/16 13:00:05+00,Oct 16 2020  1,3-30,3-30,E,9,FRANKLIN SQUARE                          ,0214 011,1421 W BALTIMORE ST,1b04f1be-c42a-4d70-9808-5e9bdd29c3f8
-8531570.34741173,4763038.67266576,498,0214,012,USE2021-50590,Y,2021/08/19 12:00:03+00,Aug 19 2021 12,7-03,3-42,E,9,FRANKLIN SQUARE                          ,0214 012,1423 W BALTIMORE ST,643e4d29-3807-4ad4-b254-77fc9edc5b0a
-8531590.73860093,4762975.26458384,499,0214,026,USE2015-02552,Y,2015/09/03 00:00:00+00,Sep  3 2015 12,VAC,MF,E,9,UNION SQUARE                             ,0214 026,1430 HOLLINS ST,d235d792-7ef1-466c-b244-382558fac56c
-8531442.11871669,4762972.51437321,500,0215,026,USE2019-52310,Y,2019/06/26 10:52:44+00,Jun 26 2019 10,1-07,1-07,E,9,UNION SQUARE                             ,0215 026,1334 HOLLINS ST,321e4068-fdc8-4927-ba35-e1bf72b77194
-8531422.70875007,4762973.61473364,501,0215,029,USE2015-05389,Y,2015/12/16 00:00:00+00,Dec 16 2015 12,VAC,SF,E,9,UNION SQUARE                             ,0215 029,1328 HOLLINS ST,3d7ab32d-7b6e-4130-b22e-eae8d0fc11a3
-8531416.46360186,4762984.92973455,502,0215,030,USE2018-55415,Y,2019/01/16 08:00:08+00,Jan 16 2019  8,1-08,1-08,E,9,UNION SQUARE                             ,0215 030,1326 HOLLINS ST,919758ea-0b01-42f6-9c2b-6a082aee5e77
-8531340.2800316,4763044.16521548,503,0215,051,USE2016-04212,Y,2016/09/07 13:09:33+00,Sep  7 2016  1,VAC,SF,E,9,FRANKLIN SQUARE                          ,0215 051,8 S CAREY ST,bb9f344b-6ba3-4ed5-afd0-9bbf407e43c0
-8531286.61696098,4763002.60068119,504,0216,045,USE2019-55825,Y,2020/05/20 16:30:06+00,May 20 2020  4,1-08,1-08,E,9,HOLLINS MARKET                           ,0216 045,17 S CAREY ST,2671b35c-4d42-4e1d-add1-9ab9d588fd3e
-8531226.99469112,4762977.39676895,505,0216,059,USE2018-55412,Y,2019/01/18 14:30:04+00,Jan 18 2019  2,1-07,3-42,E,9,HOLLINS MARKET                           ,0216 059,1212 HOLLINS ST,6c288780-1406-4c07-9950-4e3518f439aa
-8531202.4400672,4762978.28081589,506,0216,063,USE2019-53001,Y,2019/12/10 15:30:15+00,Dec 10 2019  3,1-09,1-09,E,9,HOLLINS MARKET                           ,0216 063,1204 HOLLINS ST,1bed6f4e-83f5-4bbb-adf7-fd5fe50552b7
-8531025.04325934,4763049.14951497,507,0217,057,USE2015-00069,Y,2015/01/27 00:00:00+00,Jan 27 2015 12,SF,SF,E,9,HOLLINS MARKET                           ,0217 057,10 S ARLINGTON AVE,5d4f5e0a-aa93-43b3-b76a-6b8fc25bf12d
-8530973.01799406,4763024.30273721,508,0218,027,USE2015-01800,Y,2016/09/28 00:00:00+00,Sep 28 2016 12,VAC,SF,E,9,HOLLINS MARKET                           ,0218 027,15 S ARLINGTON AVE,10a36c83-abb7-4dd5-ba7d-63ac3e2c8057
-8530940.31467447,4763055.50349992,509,0218,065,USE2020-51767,Y,2020/05/13 16:30:08+00,May 13 2020  4,1-08,1-08,E,9,HOLLINS MARKET                           ,0218 065,1026 BOOTH ST,f2722e09-78e7-4941-9a29-e2c62ba377b0
-8530952.06392981,4763021.52864813,510,0218,070,USE2017-51064,Y,2017/06/14 15:00:00+00,Jun 14 2017  3,1-08,1-08,E,9,HOLLINS MARKET                           ,0218 070,1029 BOOTH ST,70981902-e410-4bd4-9be6-1f33771f579b
-8530809.80507569,4763075.57190712,511,0219,024,USE2021-52917,Y,2021/06/23 07:00:04+00,Jun 23 2021  7,1-08,1-08,,9,HOLLINS MARKET                           ,0219 024,5 S SCHROEDER ST,65d988be-4b38-43b2-9c56-f565c451fb8f
-8530809.57183221,4763070.68528385,512,0219,025,USE2022-55093,Y,2022/08/24 07:00:25+00,Aug 24 2022  7,1-08,1-08,,9,HOLLINS MARKET                           ,0219 025,7 S SCHROEDER ST,d3d72288-89d6-4a57-934f-b5033f3108a7
-8530809.34961442,4763065.62290007,513,0219,026,USE2022-51319,Y,2022/02/10 15:00:05+00,Feb 10 2022  3,7-03,1-08,,9,HOLLINS MARKET                           ,0219 026,9 S SCHROEDER ST,18ee6eba-8533-45de-99b9-6b9fbe9a4c1c
-8530808.99404828,4763055.474919,514,0219,028,USE2021-53173,Y,2021/09/10 10:00:02+00,Sep 10 2021 10,7-03,1-08,,9,HOLLINS MARKET                           ,0219 028,13 S SCHROEDER ST,7af3638e-d60b-4c0b-b3b8-b8d45890021c
-8530756.96269239,4762864.75221701,515,0219,075,USE2015-01326,Y,2015/05/06 00:00:00+00,May  6 2015 12,SF,SF,E,9,HOLLINS MARKET                           ,0219 075,932 W LOMBARD ST,bae363f9-d691-4204-abd3-0cdaa23c9f86
-8530762.81850101,4762864.41426271,516,0219,076,USE2015-01329,Y,2015/05/06 00:00:00+00,May  6 2015 12,SF,SF,E,9,HOLLINS MARKET                           ,0219 076,934 W LOMBARD ST,f84d3a1f-d9ac-43c6-84aa-42f19aa8d913
-8530774.02674414,4762863.7427912,517,0219,078,USE2015-02554,Y,2015/06/29 00:00:00+00,Jun 29 2015 12,VAC,SF,E,9,HOLLINS MARKET                           ,0219 078,938 W LOMBARD ST,0f1f282e-ee79-4693-956e-354a527ee8de
-8530784.47358756,4762863.1626812,518,0219,080,USE2015-02551,Y,2015/08/25 00:00:00+00,Aug 25 2015 12,VAC,SF,E,9,HOLLINS MARKET                           ,0219 080,942 W LOMBARD ST,46df8544-b665-4505-8424-4c398de37b64
-8530267.17304973,4763040.62380681,519,0220,030,USE2016-01406,Y,2016/04/15 00:00:00+00,Apr 15 2016 12,SF,2FD,E,9,HOLLINS MARKET                           ,0220 030,804 HOLLINS ST,f9fdeb53-0162-4b5f-ab30-e76ec35e3269
-8532723.0702756,4762823.3968128,520,0222,015,USE2016-01068,Y,2016/04/25 00:00:00+00,Apr 25 2016 12,SF,SF,J,9,BOYD-BOOTH                               ,0222 015,2129 HOLLINS ST,db2a1aea-ff9f-4e83-9df3-6bdad0920878
-8532660.48718504,4762745.1598515,521,0222,092,USE2016-03344,Y,2016/08/02 10:42:48+00,Aug  2 2016 10,VAC,SF,J,9,BOYD-BOOTH                               ,0222 092,48 S PULASKI ST,7bf16336-c099-4f1b-b3bc-5b114c4fe642
-8532529.56101567,4762846.03400394,522,0223,007,USE2022-57056,Y,2023/05/16 16:00:02+00,May 16 2023  4,1-08,1-08,J,9,BOYD-BOOTH                               ,0223 007,2013 HOLLINS ST,8865c472-3327-4b8b-a832-a423c8990c09
-8532612.93745934,4762781.68598578,523,0223,030,USE2021-53859,Y,2021/09/01 17:30:03+00,Sep  1 2021  5,1-08,1-08,J,9,BOYD-BOOTH                               ,0223 030,37 S PULASKI ST,327f202b-c8fc-44d3-9406-9c9919e02d71
-8532439.52905186,4762829.65997578,524,0224,016,USE2021-55883,Y,2022/03/21 11:00:03+00,Mar 21 2022 11,2-01,2-01,J,9,BOYD-BOOTH                               ,0224 016,31 S PAYSON ST,acc35314-5137-4e60-ab4a-e49fe6c00a54
-8531956.73085952,4762883.06566743,525,0228,001,USE2019-54071,Y,2019/08/27 10:00:24+00,Aug 27 2019 10,7-03,1-08,E,9,UNION SQUARE                             ,0228 001,1701 HOLLINS ST,bbf1816b-abd4-4663-8e10-e8fdad3e69c9
-8531991.47981938,4762869.67452843,526,0228,006,USE2015-03215,Y,2015/08/18 00:00:00+00,Aug 18 2015 12,VAC,SF,E,9,UNION SQUARE                             ,0228 006,1711 HOLLINS ST,545aec87-9f91-4257-bec4-7bb6e9c8b753
-8532021.68459043,4762878.13009392,527,0228,010,USE2020-50414,Y,2020/02/07 14:30:30+00,Feb  7 2020  2,1-07,1-07,E,9,UNION SQUARE                             ,0228 010,1719 HOLLINS ST,378327c9-91e4-49bc-96e3-202bdc9e10f6
-8532065.70942294,4762875.63516962,528,0228,016,USE2019-52314,Y,2019/06/26 10:52:15+00,Jun 26 2019 10,1-08,1-08,E,9,UNION SQUARE                             ,0228 016,1731 HOLLINS ST,b366c20b-be66-4ae6-bde1-41c29643b1cd
-8531981.08079221,4762793.95787898,529,0228,038,USE2015-02754,Y,2015/07/14 00:00:00+00,Jul 14 2015 12,VAC,SF,E,9,UNION SQUARE                             ,0228 038,1708 W LOMBARD ST,68fbdac7-9408-458d-8fd6-307ed823a436
-8531441.85787093,4762827.69431725,530,0232,026,USE2018-54002,Y,2018/11/02 15:00:08+00,Nov  2 2018  3,1-08,1-08,E,9,UNION SQUARE                             ,0232 026,1336 W LOMBARD ST,a937aa76-3727-4d5c-b891-fb0e08b0e78b
-8531401.93061324,4762839.42630911,531,0232,032,USE2018-51282,Y,2018/03/28 13:00:03+00,Mar 28 2018  1,1-08,1-08,E,9,UNION SQUARE                             ,0232 032,1324 W LOMBARD ST,9a38ab3e-9beb-4e94-be57-903e654ba641
-8531362.64219763,4762841.22009279,532,0232,038,USE2015-05200,Y,2016/10/17 00:00:00+00,Oct 17 2016 12,2FD,2FD,E,9,UNION SQUARE                             ,0232 038,1312 W LOMBARD ST,cb424a8f-b9ca-4cc4-8b52-db3233969dbf
-8531338.06107312,4762859.92567404,533,0232,046,USE2014-05506,Y,2015/06/12 00:00:00+00,Jun 12 2015 12,SF,SF,E,9,UNION SQUARE                             ,0232 046,36 S CAREY ST,69fd28b2-8b9d-4056-8cc5-cbbc4632b67e
-8531284.82404153,4762918.90108695,534,0233,015,USE2018-52692,Y,2018/06/06 14:00:05+00,Jun  6 2018  2,1-08,1-08,F,9,HOLLINS MARKET                           ,0233 015,1233 HOLLINS ST,09a6428d-ea2c-4605-8078-df3002755991
-8531259.51196387,4762832.7262403,535,0233,032,USE2022-52714,Y,2022/05/03 16:26:56+00,May  3 2022  4,1-08,1-08,F,9,HOLLINS MARKET                           ,0233 032,1230 W LOMBARD ST,65cf2385-abdb-459f-b3a3-c20f0f9ebbad
-8531189.47644234,4762833.43287964,536,0233,043,USE2016-00285,Y,2016/02/01 00:00:00+00,Feb  1 2016 12,VAC,SF,F,9,HOLLINS MARKET                           ,0233 043,1208 W LOMBARD ST,97be0621-9d6b-4ff7-9655-5832fbb1a10a
-8531184.0816295,4762833.72291309,537,0233,044,USE2020-51325,Y,2021/02/18 07:00:03+00,Feb 18 2021  7,1-11,1-11,F,9,HOLLINS MARKET                           ,0233 044,1206 W LOMBARD ST,324a1c6c-8652-46ef-b169-b5ddf8ff1b39
-8531182.89325407,4762889.51881919,538,0233,056,USE2020-55588,Y,2021/03/19 07:00:04+00,Mar 19 2021  7,1-08,1-08,F,9,HOLLINS MARKET                           ,0233 056,60 S CARROLLTON AVE,b489ab5f-1ba7-4c20-ba1d-d56d0cf642c7
-8531181.31702705,4762908.59708133,539,0233,060,USE2017-53641,Y,2017/11/09 08:00:04+00,Nov  9 2017  8,1-08,1-08,F,9,HOLLINS MARKET                           ,0233 060,52 S CARROLLTON AVE,7ba595ea-79f4-4aae-893c-62aba2c26e8f
-8531111.13004607,4762896.5481429,540,0234,018,USE2020-53968,Y,2020/09/16 12:00:09+00,Sep 16 2020 12,1-08,1-08,F,9,HOLLINS MARKET                           ,0234 018,1135 HOLLINS ST,973fb164-8452-4a96-996d-083f0da3bdab
-8531116.14640711,4762896.26673784,541,0234,019,USE2020-50172,Y,2020/12/10 18:30:56+00,Dec 10 2020  6,1-08,1-08,F,9,HOLLINS MARKET                           ,0234 019,1137 HOLLINS ST,e15db683-8f72-4000-864d-deabb0a6a5ef
-8531010.1205383,4762845.55284063,542,0234,053,USE2016-05962,Y,2017/02/16 11:26:38+00,Feb 16 2017 11,VAC,SF,F,9,HOLLINS MARKET                           ,0234 053,1102 W LOMBARD ST,6317cdc9-4819-444f-bdc6-f8baaa88fe28
